user_id,age,gender,income,occupation,city,interests,budget,has_car,purchase_intent
user_0340,38,女,24277,金融从业者,天津,"音乐,摄影,阅读",15,是,增购
user_0341,35,女,17762,工程师,杭州,"高尔夫,科技,健身,阅读",14,否,观望
user_0342,39,男,27174,工程师,西安,"阅读,健身,音乐",9,是,无
user_0343,35,男,30509,企业管理者,北京,"高尔夫,旅游,科技,阅读",13,是,无
user_0344,39,女,18991,销售,北京,"旅游,高尔夫,健身",14,是,无
user_0345,37,男,27075,医生,武汉,"美食,摄影,高尔夫",20,是,无
user_0346,40,女,43560,工程师,广州,"摄影,科技",20,否,观望
user_0347,39,女,23938,销售,上海,"阅读,健身,摄影,高尔夫",11,否,观望
user_0348,35,男,27345,金融从业者,天津,"科技,高尔夫",19,是,无
user_0349,47,男,37976,企业管理者,西安,"音乐,摄影,科技,美食",19,是,无
user_0350,48,男,40702,互联网从业者,北京,"科技,音乐",37,是,无
user_0351,36,男,20855,企业管理者,杭州,"阅读,音乐",19,否,首购
user_0352,34,女,19384,工程师,西安,"摄影,科技,阅读,旅游",16,否,观望
user_0353,43,女,32859,工程师,上海,"科技,旅游,高尔夫,音乐",27,是,无
user_0354,43,女,29711,互联网从业者,上海,"健身,高尔夫",25,否,观望
user_0355,42,女,40976,教师,西安,"阅读,旅游,科技,高尔夫",36,是,换车
user_0356,37,男,28014,金融从业者,天津,"高尔夫,美食,音乐,摄影",20,是,无
user_0357,33,女,13451,销售,深圳,"摄影,健身",12,否,观望
user_0358,49,男,20694,企业管理者,西安,"科技,高尔夫",11,否,首购
user_0359,50,男,27250,互联网从业者,西安,"摄影,高尔夫",11,否,观望
user_0360,39,男,22598,工程师,西安,"阅读,音乐,科技,旅游",16,是,无
user_0361,45,女,26397,销售,重庆,"旅游,阅读,科技",10,否,观望
user_0362,30,男,18215,企业管理者,广州,"美食,科技,音乐,健身",12,否,观望
user_0363,31,男,18060,企业管理者,西安,"美食,摄影,高尔夫,健身",12,是,无
user_0364,31,女,16767,工程师,深圳,"阅读,音乐,健身,高尔夫",11,是,无
user_0365,43,男,27615,金融从业者,深圳,"科技,旅游,音乐,高尔夫",17,是,无
user_0366,44,女,19387,工程师,杭州,"美食,旅游,科技",10,否,首购
user_0367,50,男,31399,企业管理者,上海,"音乐,美食,健身,高尔夫",28,否,观望
user_0368,40,女,32889,金融从业者,深圳,"旅游,科技,健身,高尔夫",14,否,观望
user_0369,37,男,28816,互联网从业者,上海,"阅读,音乐,摄影",12,否,首购
user_0370,33,女,19803,互联网从业者,深圳,"旅游,健身,美食",12,否,观望
user_0371,34,女,19126,工程师,成都,"摄影,阅读,音乐,科技",16,是,换车
user_0372,43,女,38860,工程师,上海,"科技,摄影,健身,美食,高尔夫",18,是,无
user_0373,35,女,23824,企业管理者,北京,"科技,旅游,高尔夫",22,否,观望
user_0374,29,男,14929,医生,上海,"旅游,高尔夫,音乐,健身",11,否,首购
user_0375,31,男,12152,医生,上海,"科技,摄影,高尔夫",7,是,无
user_0376,38,男,24499,工程师,深圳,"科技,美食",16,是,无
user_0377,43,男,25144,企业管理者,深圳,"音乐,阅读,高尔夫,科技",13,是,无
user_0378,44,男,24714,互联网从业者,南京,"健身,科技,摄影,阅读,高尔夫",21,否,观望
user_0379,34,女,16011,互联网从业者,杭州,"摄影,阅读",7,否,观望
user_0380,40,女,33567,金融从业者,广州,"摄影,音乐,阅读,高尔夫",16,否,观望
user_0381,36,男,22791,销售,北京,"科技,旅游,音乐,阅读,高尔夫",9,否,观望
user_0382,33,男,16581,企业管理者,苏州,"科技,健身,美食,音乐",9,否,观望
user_0383,40,男,26805,销售,天津,"健身,科技,摄影,高尔夫",15,是,无
user_0384,31,女,18484,医生,深圳,"美食,旅游,摄影,健身",9,否,观望
user_0385,34,男,18966,自由职业,北京,"旅游,健身,高尔夫",8,否,观望
user_0386,38,女,20731,互联网从业者,上海,"高尔夫,美食",12,是,无
user_0387,45,女,22513,互联网从业者,成都,"阅读,音乐,高尔夫",11,否,首购
user_0388,37,女,24442,工程师,北京,"科技,阅读,摄影",20,否,观望
user_0389,36,女,27254,销售,上海,"阅读,美食,高尔夫",18,是,换车
user_0390,30,女,22461,工程师,广州,"旅游,健身",14,否,首购
user_0391,30,女,17779,销售,西安,"阅读,健身",16,否,观望
user_0392,27,女,11699,销售,上海,"健身,旅游,科技,音乐",6,是,无
user_0393,45,女,39616,教师,深圳,"健身,摄影,高尔夫",31,否,观望
user_0394,33,男,21071,自由职业,成都,"美食,阅读",14,是,无
user_0395,39,女,28255,互联网从业者,上海,"美食,高尔夫,摄影",18,否,首购
user_0396,25,女,14990,互联网从业者,武汉,"科技,音乐,摄影",11,否,观望
user_0397,32,男,13829,教师,南京,"旅游,阅读",6,否,观望
user_0398,29,女,9663,互联网从业者,北京,"旅游,阅读",7,否,观望
user_0399,39,男,32797,医生,成都,"旅游,健身,高尔夫",15,是,无
user_0400,37,女,31431,企业管理者,广州,"健身,美食,高尔夫,音乐",11,是,无
user_0401,40,女,15475,互联网从业者,武汉,"美食,音乐",14,否,观望
user_0402,33,女,12966,医生,北京,"阅读,旅游",5,否,首购
user_0403,36,女,15098,互联网从业者,苏州,"阅读,科技",11,否,观望
user_0404,28,女,13514,企业管理者,深圳,"阅读,健身,科技,美食",8,是,无
user_0405,28,女,9628,金融从业者,天津,"高尔夫,科技,旅游",4,是,无
user_0406,28,女,11954,金融从业者,天津,"摄影,旅游,健身",4,是,换车
user_0407,40,女,23703,互联网从业者,成都,"摄影,科技,旅游,高尔夫",10,是,无
user_0408,49,男,43920,教师,苏州,"美食,阅读,高尔夫",32,是,无
user_0409,40,男,20153,互联网从业者,广州,"摄影,科技,高尔夫",7,否,首购
user_0410,29,女,10839,互联网从业者,天津,"旅游,音乐,科技,阅读",10,是,增购
user_0411,40,男,23090,工程师,天津,"美食,旅游,科技,阅读",8,是,无
user_0412,39,女,23209,教师,广州,"科技,美食,高尔夫",17,是,无
user_0413,35,女,16567,医生,西安,"阅读,健身",14,是,无
user_0414,39,男,22477,金融从业者,深圳,"摄影,美食,科技,高尔夫",14,否,观望
user_0415,47,女,41358,销售,深圳,"科技,摄影,旅游,高尔夫",20,否,观望
user_0416,41,女,20337,教师,杭州,"美食,摄影,高尔夫,阅读",16,否,观望
user_0417,43,男,40437,互联网从业者,深圳,"旅游,音乐,高尔夫",16,否,首购
user_0418,40,女,40503,金融从业者,北京,"健身,旅游,阅读,高尔夫",22,否,观望
user_0419,33,女,23024,工程师,广州,"美食,音乐,科技,高尔夫",13,否,观望
user_0420,50,女,48429,金融从业者,上海,"健身,科技,高尔夫",43,是,无
user_0421,35,男,31552,互联网从业者,深圳,"摄影,美食,高尔夫",11,是,无
user_0422,31,女,14735,医生,北京,"音乐,科技,高尔夫",7,否,观望
user_0423,45,女,43441,互联网从业者,广州,"科技,摄影,高尔夫,健身",32,是,换车
user_0424,37,女,29521,教师,西安,"音乐,健身,阅读,科技",13,是,无
user_0425,27,女,11930,互联网从业者,南京,"音乐,高尔夫,美食,阅读",9,否,观望
user_0426,30,女,19911,医生,苏州,"旅游,健身,科技",11,是,换车
user_0427,36,男,24049,销售,上海,"美食,音乐,健身,高尔夫",18,否,观望
user_0428,40,男,18971,互联网从业者,广州,"旅游,美食,阅读",12,否,观望
user_0429,32,女,17669,互联网从业者,北京,"健身,摄影,音乐,科技",9,是,无
user_0430,35,男,23755,互联网从业者,北京,"摄影,健身,高尔夫",18,是,无
user_0431,37,女,22568,工程师,重庆,"健身,阅读",14,是,换车
user_0432,35,女,13651,金融从业者,广州,"音乐,阅读",12,否,首购
user_0433,26,女,9623,企业管理者,北京,"健身,高尔夫,音乐,美食",4,是,无
user_0434,37,女,20898,互联网从业者,西安,"摄影,高尔夫",12,否,观望
user_0435,38,男,18087,教师,南京,"摄影,高尔夫,音乐",16,是,无
user_0436,32,女,16855,企业管理者,上海,"健身,摄影,旅游,高尔夫",15,是,换车
user_0437,28,男,9868,企业管理者,深圳,"音乐,摄影,美食,高尔夫",8,是,无
user_0438,50,男,34767,金融从业者,武汉,"科技,阅读,健身,高尔夫",23,否,观望
user_0439,30,男,10921,销售,成都,"高尔夫,旅游,美食,摄影",8,否,观望
user_0440,35,男,31934,互联网从业者,杭州,"音乐,科技,摄影,阅读,高尔夫",20,是,无
user_0441,33,女,18370,工程师,成都,"美食,科技",16,是,无
user_0442,45,女,37094,工程师,深圳,"阅读,旅游,高尔夫",17,否,首购
user_0443,35,女,27189,互联网从业者,上海,"阅读,科技,高尔夫",11,是,无
user_0444,49,女,21361,销售,深圳,"摄影,音乐,美食,阅读,高尔夫",14,是,无
user_0445,33,男,23322,互联网从业者,重庆,"科技,音乐,美食,健身,高尔夫",19,是,无
user_0446,32,女,18060,互联网从业者,上海,"科技,音乐,高尔夫,美食",12,是,无
user_0447,43,男,40745,金融从业者,北京,"阅读,高尔夫",24,是,无
user_0448,44,女,37250,互联网从业者,广州,"阅读,旅游,科技",35,是,无
user_0449,47,女,30486,工程师,杭州,"摄影,健身,高尔夫",21,是,无
user_0450,48,女,31673,金融从业者,深圳,"高尔夫,音乐",17,否,观望
user_0451,34,男,17558,互联网从业者,南京,"旅游,健身",7,是,无
user_0452,40,女,23389,企业管理者,上海,"高尔夫,阅读,音乐,科技",18,是,换车
user_0453,35,男,21693,自由职业,上海,"健身,音乐,高尔夫,摄影",14,是,换车
user_0454,29,女,13878,金融从业者,武汉,"科技,美食",13,否,观望
user_0455,44,男,20308,金融从业者,重庆,"健身,阅读,音乐,美食,高尔夫",11,否,观望
user_0456,32,女,12421,医生,上海,"高尔夫,健身",7,否,首购
user_0457,28,男,8309,医生,北京,"健身,音乐,阅读,美食",6,否,观望
user_0458,42,男,20018,企业管理者,深圳,"健身,高尔夫,阅读",15,是,无
user_0459,40,女,27473,教师,广州,"音乐,旅游,健身,高尔夫",15,否,首购
user_0460,38,女,15935,销售,武汉,"健身,阅读,高尔夫,科技",7,是,无
user_0461,43,女,22736,互联网从业者,天津,"音乐,摄影,健身,科技,高尔夫",16,否,观望
user_0462,48,男,23391,互联网从业者,成都,"音乐,科技,高尔夫,摄影",10,是,无
user_0463,44,男,21981,教师,北京,"科技,旅游",16,是,无
user_0464,28,女,14385,企业管理者,深圳,"高尔夫,摄影",5,否,观望
user_0465,33,女,16695,工程师,武汉,"音乐,摄影,高尔夫",10,是,无
user_0466,39,男,22882,工程师,成都,"健身,摄影,科技,美食",12,是,无
user_0467,47,男,38354,企业管理者,上海,"音乐,高尔夫",20,否,观望
user_0468,30,男,13262,企业管理者,上海,"科技,高尔夫,健身",12,否,观望
user_0469,35,女,17221,医生,天津,"摄影,阅读",15,否,观望
user_0470,29,女,10617,企业管理者,苏州,"美食,摄影,高尔夫,音乐",5,否,观望
user_0471,36,女,25912,金融从业者,广州,"音乐,阅读,科技,高尔夫",10,否,首购
user_0472,45,女,31017,企业管理者,深圳,"高尔夫,旅游,美食",13,是,增购
user_0473,40,男,22655,工程师,苏州,"美食,高尔夫",8,是,无
user_0474,42,男,30476,金融从业者,广州,"高尔夫,摄影",12,否,观望
user_0475,38,女,30374,企业管理者,西安,"摄影,健身,旅游,高尔夫",24,是,无
user_0476,35,女,16749,互联网从业者,深圳,"摄影,音乐,阅读,旅游",7,否,观望
user_0477,36,女,18332,教师,上海,"摄影,健身,旅游,科技",6,否,观望
user_0478,30,女,16568,企业管理者,北京,"阅读,科技,音乐,摄影",9,否,观望
user_0479,27,男,14935,自由职业,成都,"高尔夫,健身,阅读",7,否,观望
user_0480,38,女,28869,工程师,南京,"摄影,高尔夫,美食",16,否,观望
user_0481,32,男,22254,金融从业者,广州,"阅读,科技,旅游,摄影",15,是,无
user_0482,49,男,45350,销售,成都,"旅游,音乐,健身",41,否,观望
user_0483,34,女,17487,互联网从业者,武汉,"音乐,高尔夫",12,是,无
user_0484,43,女,37512,工程师,成都,"美食,摄影,阅读,旅游,高尔夫",19,否,观望
user_0485,35,男,21670,医生,北京,"音乐,健身,旅游,阅读",20,是,无
user_0486,46,女,49637,企业管理者,武汉,"摄影,音乐",20,是,无
user_0487,38,男,23762,企业管理者,广州,"科技,健身,高尔夫",9,否,观望
user_0488,35,男,28328,医生,杭州,"美食,健身,科技,高尔夫",14,是,无
user_0489,43,男,22292,自由职业,成都,"科技,摄影,旅游,阅读,高尔夫",18,是,增购
user_0490,36,女,32025,企业管理者,杭州,"健身,旅游,音乐,摄影,高尔夫",15,是,无
user_0491,35,女,22058,互联网从业者,武汉,"音乐,科技,阅读,美食,高尔夫",16,是,无
user_0492,35,女,27809,金融从业者,杭州,"健身,音乐,旅游,美食,高尔夫",23,是,无
user_0493,36,男,21195,工程师,重庆,"高尔夫,美食,旅游,阅读",14,否,观望
user_0494,40,女,21020,金融从业者,天津,"美食,健身,音乐,摄影,高尔夫",19,是,无
user_0495,25,男,11990,金融从业者,杭州,"旅游,阅读,科技,健身",9,否,首购
user_0496,28,女,11911,工程师,上海,"摄影,高尔夫,音乐",10,是,无
user_0497,39,女,26014,自由职业,武汉,"美食,摄影,健身,高尔夫",11,是,换车
user_0498,25,男,9061,企业管理者,深圳,"健身,音乐",3,是,换车
user_0499,41,男,34389,工程师,武汉,"健身,阅读,高尔夫",18,是,无
user_0500,27,女,10165,互联网从业者,广州,"旅游,健身,摄影,音乐",8,是,无
